hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected,all_pediatric_inpatient_bed_occupied_7_day_avg,all_pediatric_inpatient_bed_occupied_7_day_coverage,all_pediatric_inpatient_bed_occupied_7_day_sum,all_pediatric_inpatient_beds_7_day_avg,all_pediatric_inpatient_beds_7_day_coverage,all_pediatric_inpatient_beds_7_day_sum,previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum,previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum,previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum,previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum,staffed_icu_pediatric_patients_confirmed_covid_7_day_avg,staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage,staffed_icu_pediatric_patients_confirmed_covid_7_day_sum,staffed_pediatric_icu_bed_occupancy_7_day_avg,staffed_pediatric_icu_bed_occupancy_7_day_coverage,staffed_pediatric_icu_bed_occupancy_7_day_sum,total_staffed_pediatric_icu_beds_7_day_avg,total_staffed_pediatric_icu_beds_7_day_coverage,total_staffed_pediatric_icu_beds_7_day_sum
381321,2020/10/09,OR,381321,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,97850,Critical Access Hospitals,41061,true,,,,,,-999999,-999999,-999999,0,0,,,,,,0,0,,,,,,,,,-999999,-999999,-999999,0,0,,,,,,0,0,,,,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,6,6,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,POINT (-118.104856 45.319546),[C381321-A],6,0,6,0,,,,,,,false,,0,,,0,,,,,,0,6,0,,0,,,0,
381324,2020/08/14,OR,381324,ST CHARLES MADRAS,470 NE A STREET,MADRAS,97741,Critical Access Hospitals,41031,false,42,,,12.2,,0,,,,,38,0,,0,,,,,,,210,,,61,,0,,,,,190,0,,0,,,,,,,5,0,0,5,0,5,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,173,,POINT (-121.121452 44.637361),[C381324-A],5,0,5,0,,,,,,,false,,0,,,0,,,,,,,0,,,0,,,0,
380047,2020/08/07,OR,380047,ST CHARLES BEND,2500 NE NEFF ROAD,BEND,97701,Short Term,41017,true,489,,,196.6,,9.4,,,,,286,30,,23.8,,,,,,,2445,,,983,,47,,,,,1430,150,,119,,,,,,,5,0,0,5,0,5,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,814,,POINT (-121.266708 44.065757),"[C380047-A, C380040-A]",1,0,1,0,,,,,,,false,,0,,,0,,,,,,,0,,,0,,,0,
383300,2020/07/31,OR,383300,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,3101 SW SAM JACKSON PARK ROAD,PORTLAND,97239,Childrens Hospitals,41051,true,29,,,5,,0,,,,,12,0,,0,,,,,,,203,,,35,,0,,,,,84,0,,0,,,,,,,7,0,0,7,0,7,0,0,0,0,7,7,0,7,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,POINT (-122.684602 45.500106),[C383300-A],0,0,0,0,,,,,,,false,,0,,,0,,,,,,,0,,,0,,,0,
381321,2020/07/31,OR,381321,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,97850,Critical Access Hospitals,41061,true,,,,,,0,0,0,0,0,,,,,,0,0,,,,,,,,,0,0,0,0,0,,,,,,0,0,,,,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.104856 45.319546),[C381321-A],0,0,0,0,,,,,,,false,,0,,,0,,,,,,0,7,0,,0,,,0,
380009,2022/04/15,OR,380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,97239,Short Term,41051,true,,,422,512.6,427.6,15,12.6,9.1,-999999,-999999,502,99,79,88,72.3,-999999,-999999,-999999,0,,,,2954,3588,2993,105,88,64,17,4,3514,693,553,616,506,15,12,6,0,,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,5,0,-999999,-999999,0,-999999,0,0,-999999,0,-999999,83,18,0,-999999,-999999,0,5,5,-999999,-999999,0,8,941,6,POINT (-122.68677 45.4992),[C380009-A],7,7,7,7,0,381,30,22401,16,109,false,85,7,595,80,7,560,0,-999999,-999999,0,0,7,0,15.7,7,110,20,7,140
381306,2022/04/15,OR,381306,WALLOWA MEMORIAL HOSPITAL,601 MEDICAL PARKWAY,ENTERPRISE,97828,Critical Access Hospitals,41063,false,18,18.1,15,9.6,9.6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,126,127,105,67,67,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,POINT (-117.28263 45.431754),[C381306-A],7,7,7,7,0,78,115,128,0,0,false,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
380027,2022/04/22,OR,380027,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,97471,Short Term,41019,true,233,225,129,108.1,103.9,-999999,-999999,-999999,0,0,135,16,16,13.4,13.4,-999999,-999999,0,0,0,1631,1575,903,757,727,14,14,14,0,0,945,112,112,94,94,9,9,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,774,0,POINT (-123.371605 43.236823),[C380027-A],7,7,7,7,0,0,0,0,0,0,false,4.3,7,30,6,7,42,0,0,0,0,0,7,0,0,7,0,0,7,0
381308,2022/04/22,OR,381308,SALEM HEALTH WEST VALLEY,525 SE WASHINGTON STREET,DALLAS,97338,Critical Access Hospitals,41053,true,16,16,6,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,32,32,42,35,35,0,0,0,0,0,42,0,0,0,0,0,0,0,0,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,,,,,,,,0,0,42,0,0,,,,,,,,0,0,391,0,POINT (-123.310383 44.919404),[C381308-A],7,7,7,7,,,,,,,false,0,7,0,0,7,0,0,,,0,0,7,0,0,7,0,0,7,0
380091,2022/04/15,OR,380091,KAISER SUNNYSIDE MEDICAL CENTER,10180 SE SUNNYSIDE ROAD,CLACKAMAS,97015,Short Term,41005,true,395,375,282,186.9,186.4,5,5,4.6,0,0,302,35.1,33,10.1,10.1,0,0,-999999,0,0,2765,2625,1974,1308,1305,35,35,32,0,0,2114,246,231,71,71,0,0,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,-999999,0,0,-999999,0,-999999,0,0,21,-999999,0,0,-999999,0,0,0,0,0,0,0,1053,-999999,POINT (-122.558256 45.433472),[C380091-A],7,7,7,7,,,,,,,false,-999999,7,-999999,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
